word,true_label,predictions
for,O,O
from,O,O
them,O,O
",",O,O
but,O,O
th'overplus,O,O
of,O,O
myn,O,O
ernest,O,O
shal,O,O
be,O,O
repaid,O,O
me,O,O
in,O,O
redy,O,O
monney,O,O
within,O,O
thies,O,O
iij,O,O
or,O,O
iiij,O,O
dayes,O,O
.,O,O
I,O,O
shewed,O,O
you,O,O
at,O,O
your,O,O
last,O,O
being,O,O
hier,O,O
what,O,O
recompense,O,O
thay,O,O
offred,O,O
me,O,O
by,O,O
writing,O,O
(that,O,O
was,O,O
the,O,O
abatement,O,O
of,O,O
xijd,O,O
in,O,O
every,O,O
dossen),O,O
",",O,O
and,O,O
more,O,O
I,O,O
cannot,O,O
gett,O,O
with,O,O
thayer,O,O
goodwilles,O,O
",",O,O
and,O,O
in,O,O
good,O,O
fayeth,O,O
I,O,O
thinke,O,O
it,O,O
not,O,O
reasonable,O,O
to,O,O
contend,O,O
moche,O,O
with,O,O
them,O,O
for,O,O
more,O,O
.,O,O
And,O,O
thus,O,O
hierwith,O,O
I,O,O
pray,O,O
you,O,O
satisfye,O,O
yourself,O,O
and,O,O
Mr,O,O
.,O,O
Cave,O,O
",",O,O
for,O,O
I,O,O
can,O,O
do,O,O
no,O,O
better,O,O
for,O,O
you,O,O
.,O,O
So,O,O
knowith,O,O
the,O,O
Lord,O,O
",",O,O
Who,O,O
kepe,O,O
you,O,O
in,O,O
welfaire,O,O
.,O,O
Hastely,O,O
scribled,O,O
.,O,O
Je,O,O
suis,O,O
d'entention,O,O
de,O,O
fretter,O,O
une,O,O
navire,O,O
pour,O,O
charger,O,O
marchandises,O,O
pour,O,O
Lynne,O,O
.,O,O
Escripves-moy,O,O
s'il,O,O
vous,O,O
plaira,O,O
de,O,O
le,O,O
charger,O,O
;,O,O
et,O,O
si,O,O
il,O,O
y,O,O
a,O,O
quelque,O,O
vins,O,O
secke,O,O
ou,O,O
bastardes,O,O
arryve,O,O
en,O,O
Seland,O,O
",",O,O
et,O,O
combien,O,O
ilz,O,O
valent,O,O
;,O,O
et,O,O
ausi,O,O
combien,O,O
les,O,O
vins,O,O
de,O,O
Ryn,O,O
valent,O,O
.,O,O
Aultre,O,O
chose,O,O
si,O,O
non,O,O
que,O,O
Dieu,O,O
soit,O,O
garde,O,O
de,O,O
vous,O,O
.,O,O
Vostre,O,O
amy,O,O
",",O,O
And,O,O
to,O,O
sertify,O,O
your,O,O
mastership,O,O
that,O,O
I,O,O
hav,O,O
receyved,O,O
your,O,O
latter,O,O
wiche,O,O
you,O,O
send,O,O
by,O,O
Spander,O,O
",",O,O
and,O,O
suche,O,O
chast,O,O
as,O,O
he,O,O
broght,O,O
.,O,O
I,O,O
cold,O,O
not,O,O
hav,O,O
the,O,O
bere,O,O
so,O,O
soen,O,O
as,O,O
he,O,O
was,O,O
rede,O,O
",",O,O
bot,O,O
he,O,O
cold,O,O
not,O,O
cary,O,O
non,O,O
thoth,O,O
he,O,O
whole,O,O
",",O,O
for,O,O
all,O,O
the,O,O
shepes,O,O
of,O,O
Callais,O,O
wase,O,O
lade,O,O
for,O,O
the,O,O
Kynis,O,O
",",O,O
stofe,O,O
be,O,O
thar,O,O
sayng,O,O
",",O,O
that,O,O
I,O,O
cannot,O,O
have,O,O
non,O,O
car,O,O
it,O,O
yet,O,O
.,O,O
(1a,O,O
),O,O
I,O,O
hav,O,O
a,O,O
hogshed,O,O
of,O,O
thre,O,O
halpen,O,O
bere,O,O
redy,O,O
to,O,O
send,O,O
",",O,O
and,O,O
a,O,O
barrall,O,O
of,O,O
ale,O,O
wyche,O,O
Mr,O,O
.,O,O
Wattes,O,O
and,O,O
Mastris,O,O
Watteris,O,O
wold,O,O
send,O,O
unto,O,O
you,O,O
",",O,O
the,O,O
wyche,O,O
ye,O,O
shall,O,O
hav,O,O
by,O,O
the,O,O
nest,O,O
ship,O,O
that,O,O
comis,O,O
.,O,O
And,O,O
as,O,O
this,O,O
day,O,O
I,O,O
hav,O,O
receyved,O,O
from,O,O
Handwarp,O,O
be,O,O
a,O,O
latter,O,O
of,O,O
Thomas,O,O
Offley,O,O
",",O,O
under,O,O
your,O,O
mark,O,O
",",O,O
a,O,O
drye,O,O
fatt,O,O
with,O,O
iij,O,O
deme-lanceis,O,O
:,O,O
what,O,O
your,O,O
plasur,O,O
is,O,O
to,O,O
do,O,O
with,O,O
tham,O,O
",",O,O
or,O,O
who,O,O
sholl,O,O
hav,O,O
tham,O,O
",",O,O
I,O,O
cannot,O,O
tell,O,O
untell,O,O
youer,O,O
mastership,O,O
writ,O,O
me,O,O
of,O,O
.,O,O
Sir,O,O
",",O,O
I,O,O
trust,O,O
your,O,O
veneson,O,O
pasty,O,O
is,O,O
savely,O,O
arryved,O,O
at,O,O
Calleis,O,O
",",O,O
and,O,O
honnestly,O,O
come,O,O
to,O,O
your,O,O
haundes,O,O
.,O,O
Your,O,O
lovyng,O,O
brother,O,O
",",O,O
John,O,O
Johnson,O,O
.,O,O
Quant,O,O
au,O,O
navire,O,O
que,O,O
m'aviez,O,O
affertte,O,O
",",O,O
je,O,O
n'est,O,O
encore,O,O
arrive,O,O
en,O,O
ceste,O,O
ville,O,O
.,O,O
Je,O,O
vouldroye,O,O
bien,O,O
que,O,O
sir,O,O
n'estoit,O,O
party,O,O
encoire,O,O
de,O,O
port,O,O
dela,O,O
",",O,O
qu'il,O,O
y,O,O
demeuras,O,O
",",O,O
et,O,O
accordissiez,O,O
avequec,O,O
luy,O,O
",",O,O
car,O,O
le,O,O
dit,O,O
sommelier,O,O
en,O,O
prent,O,O
de,O,O
part,O,O
de,O,O
sa,O,O
au,O,O
pas,O,O
du,O,O
roy,O,O
.,O,O
John,O,O
Johnson,O,O
.,O,O
per,O,O
Nicolas,O,O
Cucke,O,O
",",O,O
554,O,O
.,O,O
RICHARD,O,O
JOHNSON,O,O
TO,O,O
JOHN,O,O
JOHNSON,O,O
Mr,O,O
.,O,O
Johnson,O,O
",",O,O
I,O,O
salute,O,O
you,O,O
and,O,O
your,O,O
bedfelowe,O,O
.,O,O
I,O,O
trust,O,O
ye,O,O
wyl,O,O
be,O,O
here,O,O
accordyng,O,O
unto,O,O
your,O,O
appoyntment,O,O
",",O,O
where,O,O
ye,O,O
shal,O,O
be,O,O
wellcum,O,O
.,O,O
(3a,O,O
),O,O
Ser,O,O
",",O,O
Touching,O,O
the,O,O
furnysshing,O,O
of,O,O
Piere,O,O
Artus,O,O
and,O,O
Pasquall,O,O
thayer,O,O
money,O,O
yet,O,O
due,O,O
to,O,O
them,O,O
",",O,O
in,O,O
suche,O,O
wise,O,O
as,O,O
you,O,O
write,O,O
of,O,O
we,O,O
shall,O,O
do,O,O
them,O,O
plaine,O,O
wroung,O,O
",",O,O
as,O,O
more,O,O
at,O,O
large,O,O
I,O,O
pretend,O,O
to,O,O
writ,O,O
unto,O,O
you,O,O
in,O,O
my,O,O
next,O,O
;,O,O
howbeit,O,O
",",O,O
for,O,O
Garbrand,O,O
&,O,O
Compaigny,O,O
it,O,O
maketh,O,O
moche,O,O
lesse,O,O
mater,O,O
",",O,O
etc,O,O
.,O,O
103,O,O
.,O,O
SIR,O,O
THOMAS,O,O
BRUDENELL,O,O
TO,O,O
JOHN,O,O
JOHNSON,O,O
Sir,O,O
",",O,O
I,O,O
muste,O,O
dessyre,O,O
my,O,O
cossyn,O,O
Cave,O,O
and,O,O
youe,O,O
to,O,O
be,O,O
so,O,O
good,O,O
frendes,O,O
unto,O,O
me,O,O
to,O,O
helpe,O,O
me,O,O
with,O,O
x,O,O
li,O,O
st,O,O
.,O,O
to,O,O
pay,O,O
withyn,O,O
xvj,O,O
days,O,O
aftar,O,O
Ester,B,B
:,O,O
that,O,O
ys,O,O
to,O,O
sey,O,O
",",O,O
iiij,O,O
li,O,O
for,O,O
to,O,O
obteyne,O,O
the,O,O
Kynge's,O,O
grasing(4,O,O
),O,O
brod,O,O
seylle,O,O
for,O,O
my,O,O
pluralyty,O,O
",",O,O
or,O,O
elles,O,O
yt,O,O
wylle,O,O
nat,O,O
stand,O,O
to,O,O
no,O,O
porpusse,O,O
",",O,O
nor,O,O
serve,O,O
me,O,O
nat,O,O
",",O,O
butt,O,O
I,O,O
shalle,O,O
be,O,O
alleways,O,O
yn,O,O
danger,O,O
to,O,O
forffytte,O,O
the,O,O
beneffys,O,O
that,O,O
I,O,O
dyd,O,O
obteyne,O,O
the,O,O
pluralyty,O,O
for,O,O
",",O,O
that,O,O
ways,O,O
Polbroke,O,O
.,O,O
And,O,O
my,O,O
Lord,O,O
Byshope,O,O
of,O,O
Peterburo(5,O,O
),O,O
hathe,O,O
loke,O,O
one,O,O
yt,O,O
",",O,O
and,O,O
hathe,O,O
chargyd,O,O
me,O,O
to,O,O
obteyne,O,O
the,O,O
brod,O,O
seylle,O,O
withyn,O,O
xvjth,O,O
days,O,O
after,O,O
Ester,B,B
",",O,O
or,O,O
elles,O,O
he,O,O
wylle,O,O
take,O,O
avantage,O,O
of,O,O
Polbroke,O,O
",",O,O
and,O,O
the,O,O
other,O,O
vj,O,O
li,O,O
st,O,O
.,O,O
muste,O,O
be,O,O
payd,O,O
for,O,O
the,O,O
tenys,O,O
and,O,O
the,O,O
subsydy,O,O
that,O,O
ways,O,O
dew,O,O
to,O,O
the,O,O
Kynge's,O,O
grace,O,O
at,O,O
Crystemas,B,B
yn,I,I
anno,I,B
1540,I,I
",",O,O
the,O,O
wyche,O,O
ys,O,O
now,O,O
demandyd,O,O
and,O,O
askyd,O,O
of,O,O
me,O,O
becausse,O,O
the,O,O
other,O,O
parson,O,O
departyd,O,O
beffore,O,O
Crystemas,B,B
yn,I,I
anno,I,I
1540,I,I
.,O,O
