free_annotations._id	free_annotations.annotations.NER	free_annotations.span	letters._id
f.SB_J_6.407_408	NAME	407/408	SB_J_6
f.SB_J_6.412_414	DATE	412/414	SB_J_6
f.SB_J_6.466_468	DATE	466/468	SB_J_6
f.SB_J_6.473_473	NAME	473/473	SB_J_6
f.SB_J_6.481_481	LOCATION	481/481	SB_J_6
f.SB_J_6.492_493	NAME	492/493	SB_J_6
f.SB_J_6.503_503	NAME	503/503	SB_J_6
f.SB_J_6.505_506	DATE	505/506	SB_J_6
f.SB_J_6.535_536	NAME	535/536	SB_J_6
f.SB_J_6.544_544	LOCATION	544/544	SB_J_6
f.SB_J_6.551_551	LOCATION	551/551	SB_J_6
f.SB_J_6.554_555	NAME	554/555	SB_J_6
f.SB_J_6.558_558	LOCATION	558/558	SB_J_6
f.SB_J_6.567_567	LOCATION	567/567	SB_J_6
f.SB_J_8.550_551	NAME	550/551	SB_J_8
f.SB_J_8.574_574	NAME	574/574	SB_J_8
f.SB_J_8.578_579	NAME	578/579	SB_J_8
f.SB_J_8.581_581	LOCATION	581/581	SB_J_8
f.SB_J_8.591_591	NAME	591/591	SB_J_8
f.SB_J_8.597_598	NAME	597/598	SB_J_8
f.SB_J_8.607_607	LOCATION	607/607	SB_J_8
f.SB_J_8.637_637	NAME	637/637	SB_J_8
f.SB_J_8.639_640	NAME	639/640	SB_J_8
f.SB_J_8.648_649	NAME	648/649	SB_J_8
f.SB_J_9.356_356	LOCATION	356/356	SB_J_9
f.SB_J_9.419_420	NAME	419/420	SB_J_9
f.SB_J_9.425_425	NAME	425/425	SB_J_9
f.SB_J_13.416_417	NAME	416/417	SB_J_13
f.SB_J_13.423_423	LOCATION	423/423	SB_J_13
f.SB_J_13.428_430	NAME	428/430	SB_J_13
f.SB_J_7.697_698	DATE	697/698	SB_J_7
f.SB_J_6.371_372	NAME	371/372	SB_J_6
f.SB_J_346.1_2	NAME	1/2	SB_J_346
f.SB_J_346.4_5	NAME	4/5	SB_J_346
f.SB_J_346.14_15	NAME	14/15	SB_J_346
f.SB_J_346.17_17	LOCATION	17/17	SB_J_346
f.SB_J_346.23_28	DATE	23/28	SB_J_346
f.SB_J_346.30_30	LOCATION	30/30	SB_J_346
f.SB_J_346.32_33	NAME	32/33	SB_J_346
f.SB_J_346.47_48	NAME	47/48	SB_J_346
f.SB_J_346.57_57	LOCATION	57/57	SB_J_346
f.SB_J_346.59_60	NAME	59/60	SB_J_346
f.SB_J_346.69_69	LOCATION	69/69	SB_J_346
f.SB_J_346.75_76	PRICE	75/76	SB_J_346
f.SB_J_346.84_85	NAME	84/85	SB_J_346
f.SB_J_346.101_103	PRICE	101/103	SB_J_346
f.SB_J_346.119_122	TIME	119/122	SB_J_346
f.SB_J_346.127_128	PRICE	127/128	SB_J_346
f.SB_J_346.130_131	PRICE	130/131	SB_J_346
f.SB_J_346.136_137	NAME	136/137	SB_J_346
f.SB_J_346.141_142	PRICE	141/142	SB_J_346
f.SB_J_346.145_146	NAME	145/146	SB_J_346
f.SB_J_346.63_64	NAME	63/64	SB_J_346
f.SB_J_346.153_154	PRICE	153/154	SB_J_346
f.SB_J_346.168_168	PRICE	168/168	SB_J_346
f.SB_J_346.172_172	LOCATION	172/172	SB_J_346
f.SB_J_346.182_183	MARKET	182/183	SB_J_346
f.SB_J_346.213_215	GOD	213/215	SB_J_346
f.SB_J_346.217_218	NAME	217/218	SB_J_346
f.SB_J_14.1_2	NAME	1/2	SB_J_14
f.SB_J_14.4_5	NAME	4/5	SB_J_14
f.SB_J_14.8_8	LOCATION	8/8	SB_J_14
f.SB_J_14.18_18	TIME	18/18	SB_J_14
f.SB_J_14.67_68	TIME	67/68	SB_J_14
f.SB_J_14.98_98	LOCATION	98/98	SB_J_14
f.SB_J_14.91_92	LOCATION	91/92	SB_J_14
f.SB_J_14.149_150	TIME	149/150	SB_J_14
f.SB_J_14.165_166	PRICE	165/166	SB_J_14
f.SB_J_14.192_195	PRICE	192/195	SB_J_14
f.SB_J_14.209_209	PRICE	209/209	SB_J_14
f.SB_J_14.266_266	GOD	266/266	SB_J_14
f.SB_J_14.276_277	TIME	276/277	SB_J_14
f.SB_J_14.343_343	TIME	343/343	SB_J_14
f.SB_J_14.351_351	TIME	351/351	SB_J_14
f.SB_J_14.364_364	TIME	364/364	SB_J_14
f.SB_J_14.366_367	NAME	366/367	SB_J_14
f.SB_J_14.380_380	LOCATION	380/380	SB_J_14
f.SB_J_14.381_381	LOCATION	381/381	SB_J_14
f.SB_J_14.411_412	TIME	411/412	SB_J_14
f.SB_J_14.442_443	GOD	442/443	SB_J_14
f.SB_J_14.453_454	NAME	453/454	SB_J_14
f.SB_J_14.461_462	NAME	461/462	SB_J_14
f.SB_J_14.468_468	LOCATION	468/468	SB_J_14
f.SB_J_14.473_473	LOCATION	473/473	SB_J_14
f.SB_J_14.429_429	LOCATION	429/429	SB_J_14
f.SB_J_252.1_2	NAME	1/2	SB_J_252
f.SB_J_252.4_5	NAME	4/5	SB_J_252
f.SB_J_252.13_14	NAME	13/14	SB_J_252
f.SB_J_252.19_25	DATE	19/25	SB_J_252
f.SB_J_252.27_27	LOCATION	27/27	SB_J_252
f.SB_J_252.29_30	NAME	29/30	SB_J_252
f.SB_J_252.58_59	NAME	58/59	SB_J_252
f.SB_J_252.72_73	NAME	72/73	SB_J_252
f.SB_J_252.99_100	TIME	99/100	SB_J_252
f.SB_J_252.105_106	NAME	105/106	SB_J_252
f.SB_J_252.126_127	TIME	126/127	SB_J_252
f.SB_J_252.155_156	TIME	155/156	SB_J_252
f.SB_J_252.189_190	NAME	189/190	SB_J_252
f.SB_J_252.232_233	GOD	232/233	SB_J_252
f.SB_J_252.243_244	NAME	243/244	SB_J_252
f.SB_J_403.1_2	NAME	1/2	SB_J_403
f.SB_J_403.25_26	TIME	25/26	SB_J_403
f.SB_J_403.44_44	PRICE	44/44	SB_J_403
f.SB_J_403.75_75	PRICE	75/75	SB_J_403
f.SB_J_403.94_94	TIME	94/94	SB_J_403
f.SB_J_403.103_103	TIME	103/103	SB_J_403
f.SB_J_403.106_106	TIME	106/106	SB_J_403
f.SB_J_403.107_107	GOD	107/107	SB_J_403
f.SB_J_403.189_190	GOD	189/190	SB_J_403
f.SB_J_403.195_195	LOCATION	195/195	SB_J_403
f.SB_J_403.197_199	DATE	197/199	SB_J_403
f.SB_J_403.202_203	NAME	202/203	SB_J_403
f.SB_J_403.115_119	TIME	115/119	SB_J_403
f.SB_J_365.1_2	NAME	1/2	SB_J_365
f.SB_J_365.4_5	NAME	4/5	SB_J_365
f.SB_J_365.56_56	PRICE	56/56	SB_J_365
f.SB_J_365.86_86	PRICE	86/86	SB_J_365
f.SB_J_365.87_89	TIME	87/89	SB_J_365
f.SB_J_365.91_91	PRICE	91/91	SB_J_365
f.SB_J_365.261_261	GOD	261/261	SB_J_365
f.SB_J_365.266_266	LOCATION	266/266	SB_J_365
f.SB_J_365.315_316	TIME	315/316	SB_J_365
f.SB_J_365.355_357	TIME	355/357	SB_J_365
f.SB_J_6.395_396	DATE	395/396	SB_J_6
f.SB_J_6.454_455	DATE	454/455	SB_J_6
f.SB_J_6.532_534	TIME	532/534	SB_J_6
f.SB_J_6.484_484	NAME	484/484	SB_J_6
f.SB_J_6.486_486	NAME	486/486	SB_J_6
f.SB_J_6.441_441	DATE	441/441	SB_J_6
f.SB_J_6.445_445	DATE	445/445	SB_J_6
f.SB_J_6.453_453	DATE	453/453	SB_J_6
f.SB_J_8.567_567	DATE	567/567	SB_J_8
f.SB_J_365.429_430	NAME	429/430	SB_J_365
f.SB_J_365.432_432	LOCATION	432/432	SB_J_365
f.SB_J_365.463_464	NAME	463/464	SB_J_365
f.SB_J_365.488_489	NAME	488/489	SB_J_365
f.SB_J_365.495_496	PRICE	495/496	SB_J_365
f.SB_J_365.615_615	NAME	615/615	SB_J_365
f.SB_J_365.616_617	NAME	616/617	SB_J_365
f.SB_J_365.626_626	LOCATION	626/626	SB_J_365
f.SB_J_365.646_646	GOD	646/646	SB_J_365
f.SB_J_365.661_662	NAME	661/662	SB_J_365
f.SB_J_493.1_2	NAME	1/2	SB_J_493
f.SB_J_493.4_5	NAME	4/5	SB_J_493
f.SB_J_493.35_35	LOCATION	35/35	SB_J_493
f.SB_J_493.80_80	LOCATION	80/80	SB_J_493
f.SB_J_493.110_110	TIME	110/110	SB_J_493
f.SB_J_493.112_114	TIME	112/114	SB_J_493
f.SB_J_493.119_119	LOCATION	119/119	SB_J_493
f.SB_J_493.136_136	LOCATION	136/136	SB_J_493
f.SB_J_493.181_181	LOCATION	181/181	SB_J_493
f.SB_J_493.224_225	GOD	224/225	SB_J_493
f.SB_J_493.235_235	LOCATION	235/235	SB_J_493
f.SB_J_493.239_242	DATE	239/242	SB_J_493
f.SB_J_493.248_249	NAME	248/249	SB_J_493
f.SB_J_493.258_260	NAME	258/260	SB_J_493
f.SB_J_493.265_265	LOCATION	265/265	SB_J_493
f.SB_J_568.1_2	NAME	1/2	SB_J_568
f.SB_J_568.4_5	NAME	4/5	SB_J_568
f.SB_J_568.8_8	LOCATION	8/8	SB_J_568
f.SB_J_568.19_19	NAME	19/19	SB_J_568
f.SB_J_568.26_26	TIME	26/26	SB_J_568
f.SB_J_568.28_29	TIME	28/29	SB_J_568
f.SB_J_568.35_36	PRICE	35/36	SB_J_568
f.SB_J_568.39_40	PRICE	39/40	SB_J_568
f.SB_J_568.52_53	PRICE	52/53	SB_J_568
f.SB_J_568.60_60	LOCATION	60/60	SB_J_568
f.SB_J_568.83_83	LOCATION	83/83	SB_J_568
f.SB_J_568.119_119	NAME	119/119	SB_J_568
f.SB_J_568.129_130	PRICE	129/130	SB_J_568
f.SB_J_568.135_136	TIME	135/136	SB_J_568
f.SB_J_568.142_143	NAME	142/143	SB_J_568
f.SB_J_568.146_147	NAME	146/147	SB_J_568
f.SB_J_568.152_153	TIME	152/153	SB_J_568
f.SB_J_568.182_182	NAME	182/182	SB_J_568
f.SB_J_568.201_202	NAME	201/202	SB_J_568
f.SB_J_568.206_208	NAME	206/208	SB_J_568
f.SB_J_568.231_231	NATION	231/231	SB_J_568
f.SB_J_568.246_246	LOCATION	246/246	SB_J_568
f.SB_J_568.291_291	NAME	291/291	SB_J_568
f.SB_J_568.401_401	LOCATION	401/401	SB_J_568
f.SB_J_568.437_437	NAME	437/437	SB_J_568
f.SB_J_568.444_444	LOCATION	444/444	SB_J_568
f.SB_J_568.496_496	NAME	496/496	SB_J_568
f.SB_J_568.502_502	TIME	502/502	SB_J_568
f.SB_J_568.508_508	GOD	508/508	SB_J_568
f.SB_J_568.519_522	TIME	519/522	SB_J_568
f.SB_J_568.526_527	NAME	526/527	SB_J_568
f.SB_J_568.561_562	NAME	561/562	SB_J_568
f.SB_J_568.565_566	PRICE	565/566	SB_J_568
f.SB_J_568.640_640	LOCATION	640/640	SB_J_568
f.SB_J_568.647_648	NAME	647/648	SB_J_568
f.SB_J_568.686_687	NAME	686/687	SB_J_568
f.SB_J_568.694_695	NAME	694/695	SB_J_568
f.SB_J_568.698_698	LOCATION	698/698	SB_J_568
f.SB_J_568.702_703	NAME	702/703	SB_J_568
f.SB_J_568.705_705	LOCATION	705/705	SB_J_568
f.SB_J_568.700_700	DATE	700/700	SB_J_568
f.SB_J_568.706_707	DATE	706/707	SB_J_568
f.SB_J_568.709_709	PRICE	709/709	SB_J_568
f.SB_J_568.711_711	NAME	711/711	SB_J_568
f.SB_J_568.717_718	NAME	717/718	SB_J_568
f.SB_J_568.722_723	PRICE	722/723	SB_J_568
f.SB_J_568.737_737	NAME	737/737	SB_J_568
f.SB_J_568.739_739	LOCATION	739/739	SB_J_568
f.SB_J_568.747_748	NAME	747/748	SB_J_568
f.SB_J_568.755_755	LOCATION	755/755	SB_J_568
f.SB_J_568.758_759	DATE	758/759	SB_J_568
f.SB_J_568.761_761	LOCATION	761/761	SB_J_568
f.SB_J_568.416_421	PRICE	416/421	SB_J_568
f.SB_J_568.426_430	PRICE	426/430	SB_J_568
f.SB_J_548.1_2	NAME	1/2	SB_J_548
f.SB_J_548.4_5	NAME	4/5	SB_J_548
f.SB_J_548.9_9	LOCATION	9/9	SB_J_548
f.SB_J_548.44_49	DATE	44/49	SB_J_548
f.SB_J_548.62_62	LOCATION	62/62	SB_J_548
f.SB_J_548.84_84	NATION	84/84	SB_J_548
f.SB_J_548.186_186	LOCATION	186/186	SB_J_548
f.SB_J_548.191_193	NAME	191/193	SB_J_548
f.SB_J_548.198_198	LOCATION	198/198	SB_J_548
f.SB_J_548.207_207	LOCATION	207/207	SB_J_548
f.SB_J_548.216_217	NAME	216/217	SB_J_548
f.SB_J_548.219_219	LOCATION	219/219	SB_J_548
f.SB_J_548.228_228	LOCATION	228/228	SB_J_548
f.SB_J_548.239_239	LOCATION	239/239	SB_J_548
f.SB_J_548.246_246	LOCATION	246/246	SB_J_548
f.SB_J_548.263_265	NAME	263/265	SB_J_548
f.SB_J_548.267_268	LOCATION	267/268	SB_J_548
f.SB_J_548.261_261	LOCATION	261/261	SB_J_548
f.SB_J_548.270_270	LOCATION	270/270	SB_J_548
f.SB_J_548.395_395	LOCATION	395/395	SB_J_548
f.SB_J_548.406_406	GOD	406/406	SB_J_548
f.SB_J_548.439_440	NAME	439/440	SB_J_548
f.SB_J_548.469_469	NATION	469/469	SB_J_548
f.SB_J_548.478_479	PRICE	478/479	SB_J_548
f.SB_J_548.511_511	LOCATION	511/511	SB_J_548
f.SB_J_548.513_513	LOCATION	513/513	SB_J_548
f.SB_J_548.515_515	LOCATION	515/515	SB_J_548
f.SB_J_548.601_601	GOD	601/601	SB_J_548
f.SB_J_548.615_616	NAME	615/616	SB_J_548
f.SB_J_548.639_639	LOCATION	639/639	SB_J_548
f.SB_J_548.645_646	NAME	645/646	SB_J_548
f.SB_J_302.1_2	NAME	1/2	SB_J_302
f.SB_J_302.4_5	NAME	4/5	SB_J_302
f.SB_J_302.8_13	DATE	8/13	SB_J_302
f.SB_J_302.15_15	LOCATION	15/15	SB_J_302
f.SB_J_302.17_18	NAME	17/18	SB_J_302
f.SB_J_302.29_29	LOCATION	29/29	SB_J_302
f.SB_J_302.51_51	DATE	51/51	SB_J_302
f.SB_J_302.130_131	NAME	130/131	SB_J_302
f.SB_J_302.324_325	GOD	324/325	SB_J_302
f.SB_J_302.332_333	NAME	332/333	SB_J_302
f.SB_J_431.1_2	NAME	1/2	SB_J_431
f.SB_J_431.4_5	NAME	4/5	SB_J_431
f.SB_J_431.14_15	NAME	14/15	SB_J_431
f.SB_J_431.17_17	NAME	17/17	SB_J_431
f.SB_J_431.19_25	DATE	19/25	SB_J_431
f.SB_J_431.28_28	LOCATION	28/28	SB_J_431
f.SB_J_431.31_32	TIME	31/32	SB_J_431
f.SB_J_431.81_82	NAME	81/82	SB_J_431
f.SB_J_431.87_87	LOCATION	87/87	SB_J_431
f.SB_J_431.89_91	PRICE	89/91	SB_J_431
f.SB_J_431.107_108	PRICE	107/108	SB_J_431
f.SB_J_431.120_121	NAME	120/121	SB_J_431
f.SB_J_431.131_133	PRICE	131/133	SB_J_431
f.SB_J_431.177_177	LOCATION	177/177	SB_J_431
f.SB_J_431.180_180	GOD	180/180	SB_J_431
f.SB_J_431.185_185	DATE	185/185	SB_J_431
f.SB_J_431.240_242	GOD	240/242	SB_J_431
f.SB_J_431.250_251	NAME	250/251	SB_J_431
f.SB_J_431.105_106	NAME	105/106	SB_J_431
f.SB_J_56.1_2	NAME	1/2	SB_J_56
f.SB_J_56.4_5	NAME	4/5	SB_J_56
f.SB_J_56.13_13	NAME	13/13	SB_J_56
f.SB_J_56.17_17	LOCATION	17/17	SB_J_56
f.SB_J_56.19_23	DATE	19/23	SB_J_56
f.SB_J_56.55_55	LOCATION	55/55	SB_J_56
f.SB_J_56.57_57	LOCATION	57/57	SB_J_56
f.SB_J_56.135_135	GOD	135/135	SB_J_56
f.SB_J_56.139_139	LOCATION	139/139	SB_J_56
f.SB_J_56.196_197	GOD	196/197	SB_J_56
f.SB_J_56.210_211	NAME	210/211	SB_J_56
f.SB_J_56.229_230	NAME	229/230	SB_J_56
f.SB_J_96.1_3	NAME	1/3	SB_J_96
f.SB_J_96.5_6	NAME	5/6	SB_J_96
f.SB_J_96.8_9	NAME	8/9	SB_J_96
f.SB_J_96.25_26	NAME	25/26	SB_J_96
f.SB_J_96.37_37	LOCATION	37/37	SB_J_96
f.SB_J_96.51_52	NAME	51/52	SB_J_96
f.SB_J_96.59_60	PRICE	59/60	SB_J_96
f.SB_J_96.152_152	LOCATION	152/152	SB_J_96
f.SB_J_96.186_186	GOD	186/186	SB_J_96
f.SB_J_96.220_220	LOCATION	220/220	SB_J_96
f.SB_J_96.285_285	LOCATION	285/285	SB_J_96
f.SB_J_96.287_291	DATE	287/291	SB_J_96
f.SB_J_96.293_294	NAME	293/294	SB_J_96
f.SB_J_96.300_302	NAME	300/302	SB_J_96
f.SB_J_96.308_308	LOCATION	308/308	SB_J_96
f.SB_J_96.313_313	LOCATION	313/313	SB_J_96
f.SB_J_96.315_315	DATE	315/315	SB_J_96
f.SB_J_96.320_320	LOCATION	320/320	SB_J_96
f.SB_J_468.1_2	NAME	1/2	SB_J_468
f.SB_J_468.4_5	NAME	4/5	SB_J_468
f.SB_J_468.8_13	DATE	8/13	SB_J_468
f.SB_J_468.15_15	LOCATION	15/15	SB_J_468
f.SB_J_468.29_30	NAME	29/30	SB_J_468
f.SB_J_468.37_37	LOCATION	37/37	SB_J_468
f.SB_J_468.48_49	TIME	48/49	SB_J_468
f.SB_J_468.59_60	NAME	59/60	SB_J_468
f.SB_J_468.65_66	NAME	65/66	SB_J_468
f.SB_J_468.70_71	NAME	70/71	SB_J_468
f.SB_J_468.87_88	NAME	87/88	SB_J_468
f.SB_J_468.90_90	LOCATION	90/90	SB_J_468
f.SB_J_468.105_105	NAME	105/105	SB_J_468
f.SB_J_468.113_114	NAME	113/114	SB_J_468
f.SB_J_468.122_124	NAME	122/124	SB_J_468
f.SB_J_468.134_135	MARKET	134/135	SB_J_468
f.SB_J_468.144_144	NAME	144/144	SB_J_468
f.SB_J_468.147_148	PRICE	147/148	SB_J_468
f.SB_J_468.161_161	DATE	161/161	SB_J_468
f.SB_J_468.181_182	NAME	181/182	SB_J_468
f.SB_J_468.198_198	NAME	198/198	SB_J_468
f.SB_J_468.259_259	LOCATION	259/259	SB_J_468
f.SB_J_468.276_276	LOCATION	276/276	SB_J_468
f.SB_J_468.284_284	LOCATION	284/284	SB_J_468
f.SB_J_468.294_296	PRICE	294/296	SB_J_468
f.SB_J_468.365_365	LOCATION	365/365	SB_J_468
f.SB_J_468.372_372	DATE	372/372	SB_J_468
f.SB_J_468.386_387	NAME	386/387	SB_J_468
f.SB_J_468.416_417	GOD	416/417	SB_J_468
f.SB_J_468.423_424	NAME	423/424	SB_J_468
f.SB_J_477.1_2	NAME	1/2	SB_J_477
f.SB_J_477.4_5	NAME	4/5	SB_J_477
f.SB_J_477.8_9	NAME	8/9	SB_J_477
f.SB_J_477.11_11	LOCATION	11/11	SB_J_477
f.SB_J_477.13_14	NAME	13/14	SB_J_477
f.SB_J_477.16_21	DATE	16/21	SB_J_477
f.SB_J_477.23_23	LOCATION	23/23	SB_J_477
f.SB_J_477.37_38	NAME	37/38	SB_J_477
f.SB_J_477.41_41	LOCATION	41/41	SB_J_477
f.SB_J_477.87_87	NAME	87/87	SB_J_477
f.SB_J_477.89_90	NAME	89/90	SB_J_477
f.SB_J_477.133_134	NAME	133/134	SB_J_477
f.SB_J_477.136_136	LOCATION	136/136	SB_J_477
f.SB_J_477.138_141	PRICE	138/141	SB_J_477
f.SB_J_477.151_152	NAME	151/152	SB_J_477
f.SB_J_477.154_154	LOCATION	154/154	SB_J_477
f.SB_J_477.156_159	PRICE	156/159	SB_J_477
f.SB_J_477.178_179	NAME	178/179	SB_J_477
f.SB_J_477.193_193	NAME	193/193	SB_J_477
f.SB_J_477.218_218	GOD	218/218	SB_J_477
f.SB_J_477.226_227	NAME	226/227	SB_J_477
f.SB_J_305.1_2	NAME	1/2	SB_J_305
f.SB_J_305.4_5	NAME	4/5	SB_J_305
f.SB_J_305.8_13	DATE	8/13	SB_J_305
f.SB_J_305.15_15	LOCATION	15/15	SB_J_305
f.SB_J_305.17_18	NAME	17/18	SB_J_305
f.SB_J_305.32_33	NAME	32/33	SB_J_305
f.SB_J_305.44_45	NAME	44/45	SB_J_305
f.SB_J_305.106_106	LOCATION	106/106	SB_J_305
f.SB_J_305.131_132	NAME	131/132	SB_J_305
f.SB_J_305.214_214	TIME	214/214	SB_J_305
f.SB_J_305.241_241	GOD	241/241	SB_J_305
f.SB_J_305.244_245	NAME	244/245	SB_J_305
f.SB_J_436.1_2	NAME	1/2	SB_J_436
f.SB_J_436.4_5	NAME	4/5	SB_J_436
f.SB_J_436.14_16	NAME	14/16	SB_J_436
f.SB_J_436.19_25	DATE	19/25	SB_J_436
f.SB_J_436.27_27	LOCATION	27/27	SB_J_436
f.SB_J_436.48_48	GOD	48/48	SB_J_436
f.SB_J_436.95_96	NAME	95/96	SB_J_436
f.SB_J_436.98_98	LOCATION	98/98	SB_J_436
f.SB_J_436.104_105	PRICE	104/105	SB_J_436
f.SB_J_436.123_124	PRICE	123/124	SB_J_436
f.SB_J_436.137_137	LOCATION	137/137	SB_J_436
f.SB_J_436.216_217	PRICE	216/217	SB_J_436
f.SB_J_436.219_220	DATE	219/220	SB_J_436
f.SB_J_436.244_245	DATE	244/245	SB_J_436
f.SB_J_436.271_271	LOCATION	271/271	SB_J_436
f.SB_J_436.278_278	GOD	278/278	SB_J_436
f.SB_J_436.285_285	LOCATION	285/285	SB_J_436
f.SB_J_436.288_291	TIME	288/291	SB_J_436
f.SB_J_436.354_354	LOCATION	354/354	SB_J_436
f.SB_J_436.356_356	DATE	356/356	SB_J_436
f.SB_J_436.374_374	LOCATION	374/374	SB_J_436
f.SB_J_436.386_386	LOCATION	386/386	SB_J_436
f.SB_J_436.410_410	LOCATION	410/410	SB_J_436
f.SB_J_436.413_414	TIME	413/414	SB_J_436
f.SB_J_436.419_419	NAME	419/419	SB_J_436
f.SB_J_436.433_433	GOD	433/433	SB_J_436
f.SB_J_436.193_193	PRICE	193/193	SB_J_436
f.SB_J_32.1_3	NAME	1/3	SB_J_32
f.SB_J_32.5_6	NAME	5/6	SB_J_32
f.SB_J_32.8_9	NAME	8/9	SB_J_32
f.SB_J_32.32_32	LOCATION	32/32	SB_J_32
f.SB_J_32.39_39	LOCATION	39/39	SB_J_32
f.SB_J_32.78_79	NAME	78/79	SB_J_32
f.SB_J_32.92_92	PRICE	92/92	SB_J_32
f.SB_J_32.162_163	PRICE	162/163	SB_J_32
f.SB_J_32.173_177	DATE	173/177	SB_J_32
f.SB_J_32.201_201	DATE	201/201	SB_J_32
f.SB_J_32.238_238	GOD	238/238	SB_J_32
f.SB_J_32.246_246	NAME	246/246	SB_J_32
f.SB_J_32.249_249	LOCATION	249/249	SB_J_32
f.SB_J_32.254_254	TIME	254/254	SB_J_32
f.SB_J_32.272_272	LOCATION	272/272	SB_J_32
f.SB_J_32.274_274	TIME	274/274	SB_J_32
f.SB_J_32.286_286	GOD	286/286	SB_J_32
f.SB_J_32.296_296	LOCATION	296/296	SB_J_32
f.SB_J_32.299_304	DATE	299/304	SB_J_32
f.SB_J_32.307_308	NAME	307/308	SB_J_32
f.SB_J_32.315_317	NAME	315/317	SB_J_32
f.SB_J_32.319_319	LOCATION	319/319	SB_J_32
f.SB_J_32.322_323	DATE	322/323	SB_J_32
f.SB_J_470.1_2	NAME	1/2	SB_J_470
f.SB_J_470.4_5	NAME	4/5	SB_J_470
f.SB_J_470.8_13	DATE	8/13	SB_J_470
f.SB_J_470.15_15	LOCATION	15/15	SB_J_470
f.SB_J_470.27_28	NAME	27/28	SB_J_470
f.SB_J_470.47_48	NAME	47/48	SB_J_470
f.SB_J_470.50_52	NAME	50/52	SB_J_470
f.SB_J_470.63_65	NAME	63/65	SB_J_470
f.SB_J_470.74_74	NAME	74/74	SB_J_470
f.SB_J_470.61_61	DATE	61/61	SB_J_470
f.SB_J_470.119_119	NAME	119/119	SB_J_470
f.SB_J_470.132_132	NAME	132/132	SB_J_470
f.SB_J_470.171_171	NAME	171/171	SB_J_470
f.SB_J_470.211_212	NAME	211/212	SB_J_470
f.SB_J_470.239_239	NAME	239/239	SB_J_470
f.SB_J_470.291_291	GOD	291/291	SB_J_470
f.SB_J_470.309_310	NAME	309/310	SB_J_470
f.SB_J_470.313_314	NAME	313/314	SB_J_470
f.SB_J_470.321_321	LOCATION	321/321	SB_J_470
f.SB_J_470.328_329	NAME	328/329	SB_J_470
f.SB_J_456.1_2	NAME	1/2	SB_J_456
f.SB_J_456.4_5	NAME	4/5	SB_J_456
f.SB_J_456.14_15	NAME	14/15	SB_J_456
f.SB_J_456.17_17	LOCATION	17/17	SB_J_456
f.SB_J_456.19_24	DATE	19/24	SB_J_456
f.SB_J_456.26_26	LOCATION	26/26	SB_J_456
f.SB_J_456.29_29	LOCATION	29/29	SB_J_456
f.SB_J_456.44_44	MARKET	44/44	SB_J_456
f.SB_J_456.46_47	MARKET	46/47	SB_J_456
f.SB_J_456.97_99	NAME	97/99	SB_J_456
f.SB_J_456.104_106	PRICE	104/106	SB_J_456
f.SB_J_456.149_149	GOD	149/149	SB_J_456
f.SB_J_456.169_170	NAME	169/170	SB_J_456
f.SB_J_456.171_174	PRICE	171/174	SB_J_456
f.SB_J_439.1_2	NAME	1/2	SB_J_439
f.SB_J_439.4_5	NAME	4/5	SB_J_439
f.SB_J_439.9_9	LOCATION	9/9	SB_J_439
f.SB_J_439.35_36	NAME	35/36	SB_J_439
f.SB_J_439.41_41	LOCATION	41/41	SB_J_439
f.SB_J_439.44_45	NAME	44/45	SB_J_439
f.SB_J_439.51_52	NAME	51/52	SB_J_439
f.SB_J_439.66_67	NAME	66/67	SB_J_439
f.SB_J_439.74_75	NAME	74/75	SB_J_439
f.SB_J_439.99_100	TIME	99/100	SB_J_439
f.SB_J_439.119_119	LOCATION	119/119	SB_J_439
f.SB_J_439.121_122	TIME	121/122	SB_J_439
f.SB_J_439.124_124	DATE	124/124	SB_J_439
f.SB_J_439.144_145	GOD	144/145	SB_J_439
f.SB_J_439.153_154	NAME	153/154	SB_J_439
f.SB_J_439.161_162	NAME	161/162	SB_J_439
f.SB_J_439.168_168	LOCATION	168/168	SB_J_439
f.SB_J_439.173_173	LOCATION	173/173	SB_J_439
f.SB_J_567.1_2	NAME	1/2	SB_J_567
f.SB_J_567.4_5	NAME	4/5	SB_J_567
f.SB_J_567.8_8	LOCATION	8/8	SB_J_567
f.SB_J_567.20_20	LOCATION	20/20	SB_J_567
f.SB_J_567.22_23	NAME	22/23	SB_J_567
f.SB_J_567.33_34	PRICE	33/34	SB_J_567
f.SB_J_567.92_93	NAME	92/93	SB_J_567
f.SB_J_567.98_99	PRICE	98/99	SB_J_567
f.SB_J_567.112_112	PRICE	112/112	SB_J_567
f.SB_J_567.117_118	TIME	117/118	SB_J_567
f.SB_J_567.120_121	PRICE	120/121	SB_J_567
f.SB_J_567.128_128	LOCATION	128/128	SB_J_567
f.SB_J_567.130_131	NAME	130/131	SB_J_567
f.SB_J_567.138_139	NAME	138/139	SB_J_567
f.SB_J_567.153_153	LOCATION	153/153	SB_J_567
f.SB_J_567.173_174	NAME	173/174	SB_J_567
f.SB_J_567.179_179	NAME	179/179	SB_J_567
f.SB_J_567.191_192	PRICE	191/192	SB_J_567
f.SB_J_567.199_200	NAME	199/200	SB_J_567
f.SB_J_567.208_209	PRICE	208/209	SB_J_567
f.SB_J_567.212_212	PRICE	212/212	SB_J_567
f.SB_J_567.217_217	NAME	217/217	SB_J_567
